Name,Reign_Beginning,Reign_End,Defeated,Defenses,Reach,Height,Stance,Nationality,Weight,Recognition
Herbie Hide,19-Mar-94,11-Mar-95,Michael Bentt,0,191,188,Orthodox,British,Heavy,WBO
Riddick Bowe,11-Mar-95, 5 May 1996,Herbie Hide,1,206,196,Orthodox,American,Heavy,WBO
Henry Akinwande,29-Jun-96, 29 January 1997,Jeremy Williams,2,218,201,Orthodox,British,Heavy,WBO
Herbie Hide,28-Jun-97,26-Jun-99,Tony Tucker,2,191,188,Orthodox,British,Heavy,WBO
Vitali Klitschko,26-Jun-99,1-Apr-00,Herbie Hide ,2,203,201,Orthodox,Ukrainian,Heavy,WBO
Chris Byrd,1-Apr-00,14-Oct-00,Vitali Klitschko,0,188,183,Southpaw,American,Heavy,WBO
Wladimir Klitschko,14-Oct-00,8-Mar-03,Chris Byrd,5,,,Orthodox,Ukrainian,Heavy,WBO
Corrie Sanders,8-Mar-03, 7 October 2003,Wladimir Klitschko,0,196,193,Southpaw,South African,Heavy,WBO
Lamon Brewster,10-Apr-04,1-Apr-06,Wladimir Klitschko,3,196,188,Orthodox,American,Heavy,WBO
Siarhei Liakhovich,1-Apr-06,4-Nov-06,Lamon Brewster,0,189,193,Orthodox,Belarusian,Heavy,WBO
Shannon Briggs,4-Nov-06,2-Jun-07,Siarhei Liakhovich,0,203,193,Orthodox,American,Heavy,WBO
Sultan Ibragimov,2-Jun-07,23-Feb-08,Shannon Briggs,1,193,188,Southpaw,Russian,Heavy,WBO
Wladimir Klitschko,23-Feb-08,28-Nov-15,Sultan Ibragimov,14,,,Orthodox,Ukrainian,Heavy,WBO
Tyson Fury,28-Nov-15, 12 October 2016,Wladimir Klitschko ,0,216,206,Orthodox,British,Heavy,WBO
Joseph Parker,10-Dec-16,31-Mar-18,Andy Ruiz Jr.,2,193,193,Orthodox,New Zealander,Heavy,WBO
Anthony Joshua,31-Mar-18,1-Jun-19,Joseph Parker,1,208,198,Orthodox,British,Heavy,WBO
Andy Ruiz Jr.,1-Jun-19,7-Dec-19,Anthony Joshua,0,188,188,Orthodox,American,Heavy,WBO
Anthony Joshua,7-Dec-19,25-Sep-21,Andy Ruiz Jr.,1,208,198,Orthodox,British,Heavy,WBO
Oleksandr Usyk,25-Sep-21, present,Anthony Joshua ,1,198,191,Southpaw,Ukrainian,Heavy,WBO
Boone Pultz,3-Dec-89,17-May-90,Magne Havnå,0,,,Southpaw,American,Cruiser,WBO
Magne Havna,17-May-90, 15 February 1991,Boone Pultz,2,,,,Norwegian,Cruiser,WBO
Tyrone Booze,25-Jul-92,13-Feb-93,Derek Angol,1,,,Orthodox,American,Cruiser,WBO
Markus Bott,13-Feb-93,26-Jun-93,Tyrone Booze,0,,183,Orthodox, German,Cruiser,WBO
Nestor Hipolito Giovannini,26-Jun-93,17-Dec-94,Markus Bott,1,175,175,Orthodox, Argentine,Cruiser,WBO
Dariusz Michalczewski,17-Dec-94, March 1995,Nestor Hipolito Giovannini,0,178,184,Orthodox,Polish,Cruiser,WBO
Ralf Rocchigiani,10-Jun-95,4-Oct-97,Carl Thompson,6,,,Orthodox,German,Cruiser,WBO
Carl Thompson,4-Oct-97,27-Mar-99,Ralf Rocchigiani,2,191,183,Orthodox,British,Cruiser,WBO
Johnny Nelson,27-Mar-99, 22 September 2006,Carl Thompson,13,206,189,Orthodox,British,Cruiser,WBO
Enzo Maccarinelli,22-Sep-06,8-Mar-08,Promoted,4,188,193,Orthodox,Welsh,Cruiser,WBO
David Haye,8-Mar-08, 14 July 2008,Enzo Maccarinelli,0,198,191,Orthodox,British,Cruiser,WBO
Victor Emilio Ramirez,9-Feb,5-Dec-09,Promoted,1,175,180,Orthodox,Argentine,Cruiser,WBO
Marco Huck,5-Dec-09,14-Aug-15,Victor Emilio Ramírez,13,195,188,,German,Cruiser,WBO
Krzysztof Gowacki,14-Aug-15,17-Sep-16,Marco Huck,1,191,183,Southpaw,Polish,Cruiser,WBO
Oleksandr Usyk,17-Sep-16, 5 June 2019,Krzysztof Głowacki,6,198,191,Southpaw,Ukrainian,Cruiser,WBO
Krzysztof Gowacki,5-Jun-19,15-Jun-19,Promoted,0,191,183,Southpaw,Polish,Cruiser,WBO
Mairis Briedis,15-Jun-19, 25 November 2019,Krzysztof Głowacki ,0,190,186,Orthodox,Latvian,Cruiser,WBO
Lawrence Okolie,20-Mar-21, present,Krzysztof Głowacki,2,210,196,Orthodox,British,Cruiser,WBO
Michael Moorer,3-Dec-88,1991,Ramzi Hassan,9,193,188,Southpaw,American,Lheavy,WBO
Leeonzer Barber,9-May-91,10-Sep-94,Tom Collins,4,,,,American,Lheavy,WBO
Dariusz Michalczewski,10-Sep-94,10-Oct-03,Leeonzer Barber,23,178,184,Orthodox,Polish,Lheavy,WBO
Julio Cesar Gonzalez,10-Oct-03,17-Jan-04,Dariusz Michalczewski,0,,,Orthodox,Mexican,Lheavy,WBO
Zsolt Erdei,17-Jan-04, 13 November 2009,Julio César González,11,183,178,Orthodox,Hungarian,Lheavy,WBO
Jurgen Brahmer,13-Nov-09, 19 May 2011,Promoted,2,181,181,Southpaw,German,Lheavy,WBO
Nathan Cleverly,19-May-11,18-Aug-13,Promoted,5,193,188,Orthodox,Welsh,Lheavy,WBO
Sergey Kovalev,18-Aug-13,19-Nov-16,Nathan Cleverly,8,184,183,Orthodox,Russian,Lheavy,WBO
Andre Ward,19-Nov-16, 21 September 2017,Sergey Kovalev,1,180,183,Orthodox,American,Lheavy,WBO
Sergey Kovalev,25-Nov-17,4-Aug-18,Vyacheslav Shabranskyy,1,184,183,Orthodox,Russian,Lheavy,WBO
Eleider Alvarez,4-Aug-18,2-Feb-19,Sergey Kovalev ,0,192,183,Orthodox,Colombian,Lheavy,WBO
Sergey Kovalev,2-Feb-19,2-Nov-19,Eleider Álvarez,1,184,183,Orthodox,Russian,Lheavy,WBO
Canelo Alvarez,2-Nov-19, 17 December 2019,Sergey Kovalev ,0,179,174,Orthodox,Mexican,Lheavy,WBO
Joe Smith Jr.,10-Apr-21,18-Jun-22,Maxim Vlasov,1,193,183,Orthodox,American,Lheavy,WBO
Artur Beterbiev,18-Jun-22, present,Joe Smith Jr.,1,185,183,Orthodox,Russian,Lheavy,WBO
Thomas Hearns,4-Nov-88, 20 May 1991,James Kinchen,2,198,188,Orthodox,American,SuperMid,WBO
Chris Eubank,21-Sep-91,18-Mar-95,Michael Watson,14,185,178,Orthodox,British,SuperMid,WBO
Steve Collins,18-Mar-95, 2 October 1997,Chris Eubank,7,180,183,Orthodox,Irish,SuperMid,WBO
Joe Calzaghe,11-Oct-97, 26 September 2008,Chris Eubank,21,185,183,Southpaw,Welsh,SuperMid,WBO
Denis Inkin,27-Sep-08,10-Jan-09,Fulgencio Zuniga,0,,182,Orthodox,Russian,SuperMid,WBO
Karoly Balzsay,10-Jan-09,22-Aug-09,Denis Inkin,1,,183,Southpaw,Hungarian,SuperMid,WBO
Robert Stieglitz,22-Aug-09,25-Aug-12,Károly Balzsay,6,,180,Orthodox,German,SuperMid,WBO
Arthur Abraham,25-Aug-12,23-Mar-13,Robert Stieglitz,1,183,175,Orthodox,Armenian,SuperMid,WBO
Robert Stieglitz,23-Mar-13,1-Mar-14,Arthur Abraham,2,,180,Orthodox,German,SuperMid,WBO
Arthur Abraham,1-Mar-14,9-Apr-16,Robert Stieglitz ,5,183,175,Orthodox,Armenian,SuperMid,WBO
Gilberto Ramirez,9-Apr-16, 13 May 2019,Arthur Abraham ,5,191,190,Southpaw,Mexican,SuperMid,WBO
Billy Joe Saunders,18-May-19,8-May-21,Shefat Isufi,2,180,180,Southpaw,British,SuperMid,WBO
Canelo Alvarez,8-May-21, present,Billy Joe Saunders,2,179,174,Orthodox,Mexican,SuperMid,WBO
Doug DeWitt,18-Apr-89,29-Apr-90,Robbie Sims,1,,,Orthodox,American,Mid,WBO
Nigel Benn,29-Apr-90,18-Nov-90,Doug DeWitt,1,185,177,Orthodox,British,Mid,WBO
Chris Eubank,18-Nov-90, 17 July 1991,Nigel Benn,3,185,178,Orthodox,British,Mid,WBO
Gerald McClellan,20-Nov-91, 2 April 1993,John Mugabi,0,196,185,Orthodox,American,Mid,WBO
Chris Pyatt,19-May-93,11-May-94,Sumbu Kalambay,2,,174,Orthodox,British,Mid,WBO
Steve Collins,11-May-94, 22 April 1995,Chris Pyatt,0,180,183,Orthodox,Irish,Mid,WBO
Lonnie Bradley,19-May-95, 7 November 1997,David Mendez,6,193,180,Orthodox,American,Mid,WBO
Otis Grant,13-Dec-97, 14 November 1998,Ryan Rhodes,1,180,177,Southpaw, Canadian,Mid,WBO
Bert Schenk,30-Jan-99, 14 July 1999,Freeman Barr,1,188,177,Southpaw, German,Mid,WBO
Jason Matthews,17-Jul-99,27-Nov-99,Ryan Rhodes,0,188,179,Orthodox,British,Mid,WBO
Armand Krajnc,27-Nov-99,6-Apr-02,Jason Matthews,3,191,181,Orthodox,Swedish,Mid,WBO
Harry Simon,6-Apr-02, 8 July 2003,Armand Krajnc,0,178,178,Orthodox,Namibian,Mid,WBO
Hector Velazco,8-Jul-03,13-Sep-03,Promoted,0,,179,Orthodox,Argentine,Mid,WBO
Felix Sturm,13-Sep-03,5-Jun-04,Héctor Velazco,1,185,181,Orthodox,German,Mid,WBO
Oscar De La Hoya,5-Jun-04,18-Sep-04,Felix Sturm,0,,,,American,Mid,WBO
Bernard Hopkins,18-Sep-04,16-Jul-05,Oscar De La Hoya,1,180,185,Orthodox,American,Mid,WBO
Jermain Taylor,16-Jul-05,29-Sep-07,Bernard Hopkins,3,198,185,Orthodox,American,Mid,WBO
Kelly Pavlik,29-Sep-07,17-Apr-10,Jermain Taylor,3,191,189,Orthodox,American,Mid,WBO
Sergio Martinez,17-Apr-10, 29 May 2010,Kelly Pavlik,0,185,178,Southpaw,Argentine,Mid,WBO
Dmitry Pirog,31-Jul-10, 25 August 2012,Daniel Jacobs,3,178,185,Orthodox,Russian,Mid,WBO
Hassan N'Dam N'Jikam,25-Aug-12,20-Oct-12,Promoted,0,187,181,Orthodox,Cameroonian,Mid,WBO
Peter Quillin,20-Oct-12, 4 September 2014,Hassan N'Dam N'Jikam,3,184,180,Orthodox,American,Mid,WBO
Andy Lee,13-Dec-14,19-Dec-15,Matt Korobov,1,191,188,Southpaw,Irish,Mid,WBO
Billy Joe Saunders,19-Dec-15, 11 October 2018,Andy Lee,3,180,180,Southpaw,British,Mid,WBO
Demetrius Andrade,20-Oct-18, 26 August 2022,Walter Kautondokwa,5,187,185,Southpaw,American,Mid,WBO
Janibek Alimkhanuly,26-Aug-22, present,Promoted,1,182,182,Southpaw,Kazakhstani,Mid,WBO
John David Jackson,8-Dec-88, 17 February 1990,Lupe Aquino,1,188,179,Southpaw,American,LMid,WBO
John David Jackson,23-Oct-90, 5 August 1993,Chris Pyatt,3,188,179,Southpaw,American,LMid,WBO
Verno Phillips,30-Oct-93,22-Nov-95,Lupe Aquino,4,175,170,Orthodox,Belizean,LMid,WBO
Paul Jones,22-Nov-95, 26 February 1996,Verno Phillips,0,,,Orthodox,British,LMid,WBO
Bronco McKart,1-Mar-96,17-May-96,Santos Cardona,0,183,183,Southpaw,American,LMid,WBO
Winky Wright,17-May-96,22-Aug-98,Bronco McKart,3,185,178,Southpaw,American,LMid,WBO
Harry Simon,22-Aug-98, 27 November 2001,Winky Wright,4,178,178,Orthodox,Namibian,LMid,WBO
Daniel Santos,16-Mar-02,3-Dec-05,Yori Boy Campas,4,188,182,Southpaw,Puerto Rican,LMid,WBO
Sergiy Dzindziruk,3-Dec-05, 5 October 2011,Daniel Santos,6,173,183,Southpaw,Ukrainian,LMid,WBO
Zaurbek Baysangurov,5-Oct-11, 22 July 2013,Promoted,2,179,179,Orthodox,Russian,LMid,WBO
Demetrius Andrade,9-Nov-13, 31 July 2015,Vanes Martirosyan,1,187,185,Southpaw,American,LMid,WBO
Liam Smith,10-Oct-15,17-Sep-16,John Thompson,2,175,176,Orthodox,British,LMid,WBO
Canelo Alvarez,17-Sep-16, 21 May 2017,Liam Smith ,0,179,174,Orthodox,Mexican,LMid,WBO
Miguel Cotto,26-Aug-17,2-Dec-17,Yoshihiro Kamegai,0,170,173,Orthodox,Puerto Rican,LMid,WBO
Sadam Ali,2-Dec-17,12-May-18,Miguel Cotto ,0,185,173,Orthodox,American,LMid,WBO
Jaime Munguia,12-May-18, 23 November 2019,Sadam Ali,5,183,183,Orthodox,Mexican,LMid,WBO
Patrick Teixeira,4-Dec-19,13-Feb-21,Promoted,0,194,182,Southpaw,Brazilian,LMid,WBO
Brian Castano,13-Feb-21,14-May-22,Patrick Teixeira ,1,173,170,Orthodox,Argentine,LMid,WBO
Jermell Charlo,14-May-22, present,Brian Castaño,0,185,180,Orthodox,American,LMid,WBO
Genaro Leon,6-May-89, 28 November 1989,Danny Garcia,0,,,,Mexican,Welt,WBO
Manning Galloway,15-Dec-89,12-Feb-93,Al Hamza,7,,175,Southpaw, United States,Welt,WBO
Gert Bo Jacobsen,12-Feb-93, 13 October 1993,Manning Galloway,0,,175,Orthodox, Denmark,Welt,WBO
Eamonn Loughran,16-Oct-93,13-Apr-96,Lorenzo Smith,5,,175,Orthodox,Irish,Welt,WBO
Jose Luis Lopez,13-Apr-96, 21 November 1996,Eamonn Loughran,1,,,Orthodox, Mexican,Welt,WBO
Mihai Leu,22-Feb-97,1997,Santiago Samaniego,1,,171,Orthodox,Romanian,Welt,WBO
Akhmed Kotiev,14-Feb-98,6-May-00,Leonard Townsend,4,,,,Russu,Welt,WBO
Daniel Santos,6-May-00, 5 December 2001,Akhmed Kotiev,2,188,182,Southpaw,Puerto Rican,Welt,WBO
Antonio Margarito,16-Mar-02,14-Jul-07,Antonio Díaz,7,183,180,Orthodox,Mexican,Welt,WBO
Paul Williams,14-Jul-07,9-Feb-08,Antonio Margarito,0,198,188,Southpaw,American,Welt,WBO
Carlos Quintana,9-Feb-08,7-Jun-08,Paul Williams,0,,,Southpaw,Puerto Rican,Welt,WBO
Paul Williams,7-Jun-08, 14 November 2008,Carlos Quintana,0,198,188,Southpaw,American,Welt,WBO
Miguel Cotto,21-Feb-09,14-Nov-09,Kelson Pinto,1,170,173,Orthodox,Puerto Rican,Welt,WBO
Manny Pacquiao,14-Nov-09,9-Jun-12,Miguel Cotto,3,170,166,Southpaw,Filipino,Welt,WBO
Timothy Bradley,9-Jun-12,12-Apr-14,Manny Pacquiao,2,175,168,Orthodox,American,Welt,WBO
Manny Pacquiao,12-Apr-14,2-May-15,Timothy Bradley,1,170,166,Southpaw,Filipino,Welt,WBO
Floyd Mayweather Jr.,2-May-15, 6 July 2015,Manny Pacquiao ,0,183,173,Orthodox,American,Welt,WBO
Timothy Bradley,6-Jul-15, 9 February 2016,Promoted,1,175,168,Orthodox,American,Welt,WBO
Jessie Vargas,5-Mar-16,5-Nov-16,Sadam Ali,0,180,180,Orthodox,American,Welt,WBO
Manny Pacquiao,5-Nov-16,2-Jul-17,Jessie Vargas,0,170,166,Southpaw,Filipino,Welt,WBO
Jeff Horn,2-Jul-17,9-Jun-18,Manny Pacquiao ,1,177,175,Orthodox,Australian,Welt,WBO
Terence Crawford,9-Jun-18, present,Jeff Horn,6,188,173,Southpaw,American,Welt,WBO
Hector Camacho,6-Mar-89,23-Feb-91,Ray Mancini,2,170,170,Southpaw,Puerto Rican,LWelt,WBO
Greg Haugen,23-Feb-91,18-May-91,Héctor Camacho,0,170,168,Orthodox,American,LWelt,WBO
Hector Camacho,18-May-91, 15 May 1992,Greg Haugen,0,170,170,Southpaw,Puerto Rican,LWelt,WBO
Carlos Gonzalez,29-Jun-92,7-Jun-93,Jimmy Paul,3,,,,Mexican,LWelt,WBO
Zack Padilla,7-Jun-93, 1 January 1995,Carlos González,4,,,,American,LWelt,WBO
Sammy Fuentes,20-Feb-95,9-Mar-96,Fidel Avendano,1,,,,Puerto Rican,LWelt,WBO
Giovanni Parisi,9-Mar-96,29-May-98,Sammy Fuentes,5,,173,Orthodox,Italian,LWelt,WBO
Carlos Gonzalez,29-May-98,15-May-99,Giovanni Parisi,0,,,,Mexican,LWelt,WBO
Randall Bailey,15-May-99,22-Jul-00,Carlos González ,2,178,175,Orthodox,American,LWelt,WBO
Ener Julio,22-Jul-00, 25 June 2001,Randall Bailey,0,,,,Colombian,LWelt,WBO
DeMarcus Corley,30-Jun-01,12-Jul-03,Felix Flores,2,178,170,Southpaw,American,LWelt,WBO
Zab Judah,12-Jul-03, 18 June 2004,DeMarcus Corley,1,183,170,Southpaw,American,LWelt,WBO
Miguel Cotto,11-Sep-04, 27 October 2006,Kelson Pinto,6,170,173,Orthodox,Puerto Rican,LWelt,WBO
Ricardo Torres,18-Nov-06,5-Jul-08,Mike Arnaoutis,3,,172,Orthodox,Colombian,LWelt,WBO
Kendall Holt,5-Jul-08,4-Apr-09,Ricardo Torres,1,188,175,Orthodox,American,LWelt,WBO
Timothy Bradley,4-Apr-09, 27 June 2012,Kendall Holt,3,175,168,Orthodox,American,LWelt,WBO
Juan Manuel Marquez,27-Jun-12, 12 October 2013,Promoted,0,170,170,Orthodox,Mexican,LWelt,WBO
Mike Alvarado,12-Oct-13,19-Oct-13,Promoted,0,177,175,Orthodox,American,LWelt,WBO
Ruslan Provodnikov,19-Oct-13,14-Jun-14,Mike Alvarado,0,168,168,Orthodox,Russian,LWelt,WBO
Chris Algieri,14-Jun-14, 2 November 2014,Ruslan Provodnikov,0,183,178,Orthodox,American,LWelt,WBO
Terence Crawford,18-Apr-15, 26 October 2017,Thomas Dulorme,6,188,173,Southpaw,American,LWelt,WBO
Maurice Hooker,9-Jun-18,28-Jul-19,Terry Flanagan,2,203,180,Orthodox,American,LWelt,WBO
Jose Ramirez,28-Jul-19,22-May-21,Maurice Hooker,1,184,178,Orthodox,American,LWelt,WBO
Josh Taylor,22-May-21, present,José Ramírez,1,177,178,Southpaw,Scottish,LWelt,WBO
Mauricio Aceves,6-May-89,22-Sep-90,Amancio Castro,1,191,185,Southpaw,Mexican,Light,WBO
Dingaan Thobela,22-Sep-90, 14 June 1992,Mauricio Aceves,2,183,171,Orthodox,South African,Light,WBO
Giovanni Parisi,25-Sep-92, 23 January 1994,Javier Altamirano,2,,173,Orthodox,Italian,Light,WBO
Oscar De La Hoya,29-Jul-94, 9 February 1996,Jorge Páez,6,,,,American,Light,WBO
Artur Grigorian,13-Apr-96,3-Jan-04,Antonio Rivera,17,175,171,Southpaw,Uzbek,Light,WBO
Acelino Freitas,3-Jan-04,7-Aug-04,Artur Grigorian,0,175,168,Orthodox,Brazilian,Light,WBO
Diego Corrales,7-Aug-04, 14 January 2006,Acelino Freitas,1,178,179,Orthodox,American,Light,WBO
Acelino Freitas,29-Apr-06,28-Apr-07,Zahir Raheem,0,175,168,Orthodox,Brazilian,Light,WBO
Juan Diaz,28-Apr-07,8-Mar-08,Acelino Freitas ,1,170,168,Orthodox,American,Light,WBO
Nate Campbell,8-Mar-08, 13 February 2009,Juan Díaz,0,178,170,Orthodox,American,Light,WBO
Juan Manuel Marquez,28-Feb-09, 26 January 2012,Juan Díaz,2,170,170,Orthodox,Mexican,Light,WBO
Ricky Burns,26-Jan-12,1-Mar-14,Promoted,4,178,175,Orthodox,Scottish,Light,WBO
Terence Crawford,1-Mar-14, 5 March 2015,Ricky Burns,2,188,173,Southpaw,American,Light,WBO
Terry Flanagan,11-Jul-15, 26 October 2017,Jose Zepeda,5,180,177,Southpaw,British,Light,WBO
Ray Beltran,16-Feb-18,25-Aug-18,Paulus Moses,0,180,173,Orthodox,Mexican,Light,WBO
Jose Pedraza,25-Aug-18,8-Dec-18,Ray Beltrán,0,179,174,Ambidextrous,Puerto Rican,Light,WBO
Vasiliy Lomachenko,8-Dec-18,17-Oct-20,José Pedraza,3,166,170,Southpaw,Ukrainian,Light,WBO
Teofimo Lopez,17-Oct-20,27-Nov-21,Vasiliy Lomachenko,0,174,171,Orthodox,American,Light,WBO
George Kambosos Jr.,27-Nov-21,5-Jun-22,Teófimo López,0,173,174,Orthodox,Australian,Light,WBO
Devin Haney,5-Jun-22, present,George Kambosos Jr.,2,180,173,Orthodox,American,Light,WBO
John John Molina,29-Apr-89, 15 October 1989,Juan Laporte,0,170,170,Orthodox,Puerto Rican,SuperFeath,WBO
Kamel Bou Ali,9-Dec-89,21-Mar-92,Antonio Rivera,2,,,,Tunisian,SuperFeath,WBO
Daniel Londas,21-Mar-92,4-Sep-92,Kamel Bou Ali,0,,166,,French,SuperFeath,WBO
Jimmi Bredahl,4-Sep-92,5-Mar-94,Daniel Londas,1,171,178,Southpaw,Danish,SuperFeath,WBO
Oscar De La Hoya,5-Mar-94, 5 June 1994,Jimmi Bredahl,1,,,,American,SuperFeath,WBO
Regilio Tuur,24-Sep-94, 17 January 1997,Eugene Speed,6,,171,Orthodox,Dutch,SuperFeath,WBO
Barry Jones,19-Dec-97,1998,Wilson Palacio,0,,170,,British,SuperFeath,WBO
Anatoly Alexandrov,16-May-98,7-Aug-99,Julien Lorcy,1,,,Orthodox,French,SuperFeath,WBO
Acelino Freitas,7-Aug-99, 18 January 2004,Anatoly Alexandrov,11,175,168,Orthodox,Brazilian,SuperFeath,WBO
Diego Corrales,6-Mar-04, 18 June 2004,Joel Casamayor,0,178,179,Orthodox,American,SuperFeath,WBO
Mike Anchondo,15-Jul-04,8-Apr-05,Pablo Chacón,0,168,165,Orthodox,American,SuperFeath,WBO
Jorge Rodrigo Barrios,8-Apr-05, 15 September 2006,Mike Anchondo,2,,168,Orthodox,Argentine,SuperFeath,WBO
Joan Guzman,16-Sep-06, 14 May 2008,Jorge Rodrigo Barrios,2,170,170,Orthodox,Dominican,SuperFeath,WBO
Alex Arthur,14-May-08,9-Sep-08,Promoted,0,175,175,Orthodox,Scottish,SuperFeath,WBO
Nicky Cook,9-Sep-08,14-Mar-09,Alex Arthur,0,,169,Orthodox,British,SuperFeath,WBO
Roman Martinez,14-Mar-09,4-Sep-10,Nicky Cook,2,170,173,Orthodox,Puerto Rican,SuperFeath,WBO
Ricky Burns,4-Sep-10, 13 September 2011,Román Martínez,3,178,175,Orthodox,Scottish,SuperFeath,WBO
Adrien Broner,26-Nov-11, 20 July 2012,Vicente Martín Rodríguez,1,177,169,Orthodox,American,SuperFeath,WBO
Roman Martinez,15-Sep-12,9-Nov-13,Miguel Beltrán Jr.,2,170,173,Orthodox,Puerto Rican,SuperFeath,WBO
Mikey Garcia,9-Nov-13, 14 October 2014,Román Martínez ,1,173,168,Orthodox,American,SuperFeath,WBO
Orlando Salido,14-Oct-14,11-Apr-15,Promoted,0,170,168,Orthodox,Mexican,SuperFeath,WBO
Roman Martinez,11-Apr-15,11-Jun-16,Orlando Salido,1,170,173,Orthodox,Puerto Rican,SuperFeath,WBO
Vasiliy Lomachenko,11-Jun-16, 23 May 2018,Román Martínez ,4,166,170,Southpaw,Ukrainian,SuperFeath,WBO
Masayuki Ito,28-Jul-18,25-May-19,Christopher Díaz,1,174,174,Orthodox,Japanese,SuperFeath,WBO
Jamel Herring,25-May-19,23-Oct-21,Masayuki Ito,3,178,178,Southpaw,American,SuperFeath,WBO
Shakur Stevenson,23-Oct-21, 22 September 2022,Jamel Herring,1,173,173,Southpaw,American,SuperFeath,WBO
Emanuel Navarrete,3-Feb-23, present,Liam Wilson,0,183,170,Orthodox,Mexican,SuperFeath,WBO
Maurizio Stecca,28-Jan-89,11-Nov-89,Pedro Nolasco,1,,169,Orthodox,Italian,Feath,WBO
Louie Espinoza,11-Nov-89,7-Apr-90,Maurizio Stecca,0,,173,Orthodox,American,Feath,WBO
Jorge Paez,7-Apr-90, 16 January 1991,Louie Espinoza,1,175,165,Orthodox,Mexican,Feath,WBO
Maurizio Stecca,26-Jan-91,16-Feb-92,Armando Juan Reyes,2,,169,Orthodox,Italian,Feath,WBO
Colin McMillan,16-Feb-92,26-Sep-92,Maurizio Stecca ,0,,,Orthodox,English,Feath,WBO
Ruben Dario Palacio,26-Sep-92, 16 April 1993,Colin McMillan,0,,,,Colombian,Feath,WBO
Steve Robinson,17-Apr-93,30-Sep-95,John Davison,7,,,Orthodox,Welsh,Feath,WBO
Naseem Hamed,30-Sep-95, 5 October 2000,Steve Robinson,15,160,170,Southpaw,British,Feath,WBO
Istvan Kovacs,27-Jan-01,16-Jun-01,Antonio Díaz,0,,170,,Hungarian,Feath,WBO
Pablo Chacon,16-Jun-01,19-Oct-02,István Kovács,2,,163,Orthodox,Argentine,Feath,WBO
Scott Harrison,19-Oct-02,12-Jul-03,Pablo Chacón,2,175,170,Orthodox,Scottish,Feath,WBO
Manuel Medina,12-Jul-03,29-Nov-03,Scott Harrison,0,175,175,Orthodox,Mexican,Feath,WBO
Scott Harrison,29-Nov-03, 6 December 2006,Manuel Medina,6,175,170,Orthodox,Scottish,Feath,WBO
Juan Manuel Marquez,6-Dec-06, 3 April 2007,Promoted,0,170,170,Orthodox,Mexican,Feath,WBO
Steven Luevano,14-Jul-07,23-Jan-10,Nicky Cook,5,183,175,Southpaw,American,Feath,WBO
Juan Manuel Lopez,23-Jan-10,16-Apr-11,Steven Luevano,1,175,166,Southpaw,Puerto Rican,Feath,WBO
Orlando Salido,16-Apr-11,19-Jan-13,Juan Manuel López,2,170,168,Orthodox,Mexican,Feath,WBO
Mikey Garcia,19-Jan-13, 14 June 2013,Orlando Salido,0,173,168,Orthodox,American,Feath,WBO
Orlando Salido,12-Oct-13, 28 February 2014,Orlando Cruz,0,170,168,Orthodox,Mexican,Feath,WBO
Vasiliy Lomachenko,21-Jun-14, 21 July 2016,Gary Russell Jr.,3,166,170,Southpaw,Ukrainian,Feath,WBO
Oscar Valdez,23-Jul-16, 2 August 2019,Matías Rueda,6,168,165,Orthodox,Mexican,Feath,WBO
Shakur Stevenson,26-Oct-19, 7 July 2020,Joet Gonzalez,0,173,173,Southpaw,American,Feath,WBO
Emanuel Navarrete,9-Oct-20, 9 February 2023,Ruben Villa,3,183,170,Orthodox,Mexican,Feath,WBO
Kenny Mitchell,29-Apr-89,9-Dec-89,Julio Gervacio,1,,157,Orthodox,American,SuperBant,WBO
Valerio Nati,9-Dec-89,12-May-90,Kenny Mitchell,0,,165,Orthodox,Italian,SuperBant,WBO
Orlando Fernandez,12-May-90,24-May-91,Valerio Nati,0,163,163,Orthodox,Puerto Rican,SuperBant,WBO
Jesse Benavides,24-May-91,15-Oct-92,Orlando Fernandez,1,,163,Orthodox,American,SuperBant,WBO
Duke McKenzie,15-Oct-92,9-Jun-93,Jesse Benavides,0,,170,Orthodox,British,SuperBant,WBO
Daniel Jimenez,9-Jun-93,31-Mar-95,Duke McKenzie,4,,166,Orthodox, Puerto Rican,SuperBant,WBO
Marco Antonio Barrera,31-Mar-95,22-Nov-96,Daniel Jiménez,8,178,168,Orthodox,Mexican,SuperBant,WBO
Junior Jones,22-Nov-96,18-Apr-97,Marco Antonio Barrera,1,180,173,Orthodox,American,SuperBant,WBO
Kennedy McKinney,18-Apr-97, 30 May 1998,Junior Jones,0,173,170,Orthodox,American,SuperBant,WBO
Marco Antonio Barrera,31-Oct-98,19-Feb-00,Richie Wenton,2,178,168,Orthodox,Mexican,SuperBant,WBO
Erik Morales,19-Feb-00, 24 February 2000,Marco Antonio Barrera ,0,183,173,Orthodox,Mexican,SuperBant,WBO
Marco Antonio Barrera,24-Feb-00, 1 June 2001,Érik Morales,2,178,168,Orthodox,Mexican,SuperBant,WBO
Agapito Sanchez,23-Jun-01, 13 August 2002,Jorge Monsalvo,1,,163,Orthodox, Dominican,SuperBant,WBO
Joan Guzman,17-Aug-02, 4 July 2005,Fabio Daniel Oliva,2,170,170,Orthodox,Dominican,SuperBant,WBO
Daniel Ponce de Leon,29-Oct-05,7-Jun-08,Sod Looknongyangtoy,6,178,165,Southpaw,Mexican,SuperBant,WBO
